"DEP,C,3","NCCENR,C,70","NCCCT,C,70"
2,Croix-sur-Ourcq,Neuilly-Saint-Front
2,Crouttes-sur-Marne,Charly
2,Crouy,Soissons-Nord
2,Crupilly,Capelle
2,Cuffies,Soissons-Nord
2,Cugny,Saint-Simon
2,Cugny-lŠs-Crouttes,
2,Cuirieux,Marle
2,Cuiry-Housse,Oulchy-le-Chƒteau
2,Cuiry-lŠs-Chaudardes,Craonne
2,Cuiry-lŠs-Iviers,Rozoy-sur-Serre
2,Cuissy-et-Geny,Craonne
2,Cuisy-en-Almont,Vic-sur-Aisne
2,Cutry,Vic-sur-Aisne
2,Cys-la-Commune,Braine
2,Dagny-Lambercy,Rozoy-sur-Serre
2,Dallon,Saint-Simon
2,Dammard,Neuilly-Saint-Front
2,Dampleux,Villers-Cotterˆts
2,Danizy,FŠre
2,Dercy,Cr‚cy-sur-Serre
2,Deuillet,FŠre
2,Dhuizel,Braine
2,Dizy-le-Gros,Rozoy-sur-Serre
2,Dohis,Rozoy-sur-Serre
2,Dolignon,Rozoy-sur-Serre
2,Dommiers,Vic-sur-Aisne
2,Domptin,Charly
2,Dorengt,Nouvion-en-Thi‚rache
2,Douchy,Vermand
2,Dravegny,FŠre-en-Tardenois
2,Droizy,Oulchy-le-Chƒteau
2,Dury,Saint-Simon
2,bouleau,Sissonne
2,Effry,Hirson
2,Englancourt,Capelle
2,pagny,Vic-sur-Aisne
2,parcy,Hirson
2,paux-B‚zu,Chƒteau-Thierry
2,pieds,Chƒteau-Thierry
2,pine-aux-Bois,Charly
2,Eppes,Laon-Sud
2,Erlon,Marle
2,Erloy,Capelle
2,Escaufourt,
2,Esqu‚h‚ries,Nouvion-en-Thi‚rache
2,Essigny-le-Grand,Mo˜-de-l'Aisne
2,Essigny-le-Petit,Saint-Quentin-Nord
2,Essises,Charly
2,Ess“mes-sur-Marne,Chƒteau-Thierry
2,Estr‚es,Catelet
2,tampes-sur-Marne,Chƒteau-Thierry
2,taves-et-Bocquiaux,Bohain-en-Vermandois
2,touvelles,Laon-Sud
2,tr‚aupont,Capelle
2,treillers,Vermand
2,tr‚pilly,Chƒteau-Thierry
2,treux,Wassigny
2,vergnicourt,Neufchƒtel-sur-Aisne
2,Fargniers,
2,Faucoucourt,Anizy-le-Chƒteau
2,Faverolles,Villers-Cotterˆts
2,Fayet,Vermand
2,FŠre,FŠre
2,FŠre-en-Tardenois,FŠre-en-Tardenois
2,Fert‚-Chevresis,Ribemont
2,Fert‚-Milon,Neuilly-Saint-Front
2,Fesmy-le-Sart,Nouvion-en-Thi‚rache
2,Festieux,Laon-Sud
2,Fieulaine,Saint-Quentin-Nord
2,Filain,Vailly-sur-Aisne
2,Flamengrie,Capelle
2,Flavigny-le-Grand-et-Beaurain,Guise
2,Flavigny-le-Petit,
2,Flavy-le-Martel,Saint-Simon
2,Fleury,Villers-Cotterˆts
2,FluquiŠres,Vermand
2,Folembray,Coucy-le-Chƒteau-Auffrique
2,Fonsommes,Saint-Quentin-Nord
2,Fontaine-lŠs-Clercs,Saint-Simon
2,Fontaine-lŠs-Vervins,Vervins
2,Fontaine-Notre-Dame,Saint-Quentin-Nord
2,Fontaine-Uterte,Bohain-en-Vermandois
2,Fontenelle,Capelle
2,Fontenelle-en-Brie,Cond‚-en-Brie
2,Fontenoy,Vic-sur-Aisne
2,Foreste,Vermand
2,Fossoy,Chƒteau-Thierry
2,Fourdrain,FŠre
2,Francilly-Selency,Vermand
2,Franqueville,Sains-Richaumont
2,Fresnes-en-Tardenois,FŠre-en-Tardenois
2,Fresnes,Coucy-le-Chƒteau-Auffrique
2,Fresnoy-le-Grand,Bohain-en-Vermandois
2,Fressancourt,FŠre
2,FriŠres-Faillou‰l,Chauny
2,Froidestr‚es,Capelle
2,Froidmont-Cohartille,Marle
2,Gandelu,Neuilly-Saint-Front
2,Gauchy,Saint-Quentin-Sud
2,Gercy,Vervins
2,Gergny,Capelle
2,Germaine,Vermand
2,Gernicourt,Neufchƒtel-sur-Aisne
2,Gibercourt,Mo˜-de-l'Aisne
2,Gizy,Sissonne
2,Gland,Chƒteau-Thierry
2,Glennes,Braine
2,Goudelancourt-lŠs-Berrieux,Craonne
2,Goudelancourt-lŠs-Pierrepont,Sissonne
2,Goussancourt,FŠre-en-Tardenois
2,Gouy,Catelet
2,Grandlup-et-Fay,Marle
2,Grandrieux,Rozoy-sur-Serre
2,Gricourt,Vermand
2,Grisolles,Neuilly-Saint-Front
2,Gronard,Vervins
2,Grougis,Wassigny
2,Grugies,Saint-Simon
2,Guignicourt,Neufchƒtel-sur-Aisne
2,Guise,Guise
2,Guivry,Chauny
2,Guny,Coucy-le-Chƒteau-Auffrique
2,Guyencourt,Neufchƒtel-sur-Aisne
2,Ham‚gicourt,
2,Hannapes,Wassigny
2,Happencourt,Saint-Simon
2,Haramont,Villers-Cotterˆts
2,Harcigny,Vervins
2,Hargicourt,Catelet
2,Harly,Saint-Quentin-Sud
2,Hartennes-et-Taux,Oulchy-le-Chƒteau
2,Hary,Vervins
2,Lehaucourt,Catelet
2,Hautevesnes,Neuilly-Saint-Front
2,Hauteville,Guise
2,Haution,Vervins
2,H‚rie,Hirson
2,H‚rie-la-Vi‚ville,Sains-Richaumont
2,Hinacourt,Mo˜-de-l'Aisne
2,Hirson,Hirson
2,Holnon,Vermand
2,HombliŠres,Saint-Quentin-Sud
2,Houry,Vervins
2,Housset,Sains-Richaumont
2,Iron,Guise
2,Itancourt,Mo˜-de-l'Aisne
2,Iviers,Aubenton
2,Jaulgonne,Cond‚-en-Brie
2,Jeancourt,Vermand
2,Jeantes,Aubenton
2,Joncourt,Catelet
2,Jouaignes,Braine
2,Jouy,
2,Jumencourt,Coucy-le-Chƒteau-Auffrique
2,Jumigny,Craonne
2,Jussy,Saint-Simon
2,Juvigny,Soissons-Nord
2,Juvincourt-et-Damary,Neufchƒtel-sur-Aisne
2,Laffaux,Vailly-sur-Aisne
2,Laigny,Vervins
2,Lanchy,Vermand
2,Landifay-et-Bertaignemont,Sains-Richaumont
2,Landouzy-la-Cour,Vervins
2,Landouzy-la-Ville,Aubenton
2,Landricourt,Coucy-le-Chƒteau-Auffrique
2,Laniscourt,Anizy-le-Chƒteau
2,Laon,Laon-Nord
2,Laon,Laon-Sud
2,Laon,Canton non pr‚cis‚
2,Lappion,Sissonne
2,Largny-sur-Automne,Villers-Cotterˆts
2,Latilly,Neuilly-Saint-Front
2,Launoy,Oulchy-le-Chƒteau
2,Laval-en-Laonnois,Anizy-le-Chƒteau
2,Lavaqueresse,Guise
2,Laversine,Vic-sur-Aisne
2,Lem‚,Sains-Richaumont
2,Lempire,Catelet
2,Lerzy,Capelle
2,Leschelles,Nouvion-en-Thi‚rache
2,Lesdins,Saint-Quentin-Nord
2,Lesges,Braine
2,Lesquielles-Saint-Germain,Guise
2,Leuilly-sous-Coucy,Coucy-le-Chƒteau-Auffrique
2,Leury,Soissons-Nord
2,Leuze,Aubenton
2,Levergies,Catelet
2,Lhuys,Braine
2,Licy-Clignon,Neuilly-Saint-Front
2,Lierval,Craonne
2,Liesse-Notre-Dame,Sissonne
2,Liez,Tergnier
2,Lim‚,Braine
2,Lislet,Rozoy-sur-Serre
2,Lizy,Anizy-le-Chƒteau
2,Logny-lŠs-Aubenton,Aubenton
2,Lombray,
2,Longchamps,
2,Longpont,Villers-Cotterˆts
2,Longueval-Barbonval,Braine
2,Lor,Neufchƒtel-sur-Aisne
2,Louƒtre,Villers-Cotterˆts
2,Loupeigne,FŠre-en-Tardenois
2,Lucy-le-Bocage,Charly
2,Lugny,Vervins
2,Luzoir,Capelle
2,Ly-Fontaine,Mo˜-de-l'Aisne
2,Maast-et-Violaine,Oulchy-le-Chƒteau
2,Mƒchecourt,Sissonne
2,Macogny,Neuilly-Saint-Front
2,Macquigny,Guise
2,Magny-la-Fosse,Catelet
2,Maissemy,Vermand
2,Maizy,Neufchƒtel-sur-Aisne
2,Malmaison,Neufchƒtel-sur-Aisne
2,Malzy,Guise
2,Manicamp,Coucy-le-Chƒteau-Auffrique
2,Marchais,Sissonne
2,Marchais-en-Brie,Cond‚-en-Brie
2,Marcy,Saint-Quentin-Nord
2,Marcy-sous-Marle,Marle
2,Marest-Dampcourt,Chauny
2,Mareuil-en-D“le,FŠre-en-Tardenois
2,Marfontaine,Sains-Richaumont
2,Margival,Vailly-sur-Aisne
2,Marigny-en-Orxois,Chƒteau-Thierry
2,Marizy-Sainte-GeneviŠve,Neuilly-Saint-Front
2,Marizy-Saint-Mard,Neuilly-Saint-Front
2,Marle,Marle
2,Marly-Gomont,Guise
2,Martigny,Aubenton
2,Martigny-Courpierre,Craonne
2,Mauregny-en-Haye,Sissonne
2,Mayot,FŠre
2,Mennessis,Tergnier
2,Menneville,Neufchƒtel-sur-Aisne
2,Mennevret,Wassigny
2,Mercin-et-Vaux,Soissons-Sud
2,Merlieux-et-Fouquerolles,Anizy-le-Chƒteau
2,Merval,Braine
2,Mesbrecourt-Richecourt,Cr‚cy-sur-Serre
2,Mesnil-Saint-Laurent,Saint-Quentin-Sud
2,Meurival,Neufchƒtel-sur-Aisne
2,M‚ziŠres-sur-Oise,Mo˜-de-l'Aisne
2,M‚zy-Moulins,Cond‚-en-Brie
2,Missy-aux-Bois,Soissons-Sud
2,Missy-lŠs-Pierrepont,Sissonne
2,Missy-sur-Aisne,Vailly-sur-Aisne
2,Molain,Wassigny
2,Molinchart,Laon-Nord
2,Monampteuil,Anizy-le-Chƒteau
2,Monceau-le-Neuf-et-Faucouzy,Sains-Richaumont
2,Monceau-lŠs-Leups,FŠre
2,Monceau-le-Waast,Marle
2,Monceau-sur-Oise,Guise
2,Mondrepuis,Hirson
2,Monnes,Neuilly-Saint-Front
2,Mons-en-Laonnois,Anizy-le-Chƒteau
2,Montaigu,Sissonne
2,Montbavin,Anizy-le-Chƒteau
2,Montbrehain,Bohain-en-Vermandois
2,Montchƒlons,Laon-Sud
2,Montcornet,Rozoy-sur-Serre
2,Mont-d'Origny,Ribemont
2,Montescourt-Lizerolles,Saint-Simon
2,Montfaucon,Charly
2,Montgobert,Villers-Cotterˆts
2,Montgru-Saint-Hilaire,Oulchy-le-Chƒteau
2,Monthenault,Craonne
2,Monthiers,Neuilly-Saint-Front
2,Monthurel,Cond‚-en-Brie
2,Montigny-en-Arrouaise,Bohain-en-Vermandois
2,Montigny-l'Allier,Neuilly-Saint-Front
2,Montigny-le-Franc,Marle
2,Montigny-Lengrain,Vic-sur-Aisne
2,Montigny-lŠs-Cond‚,Cond‚-en-Brie
2,Montigny-sous-Marle,Marle
2,Montigny-sur-Cr‚cy,Cr‚cy-sur-Serre
2,Montlevon,Cond‚-en-Brie
2,Montlou‚,Rozoy-sur-Serre
2,Mont-Notre-Dame,Braine
2,Montreuil-aux-Lions,Charly
2,Mont-Saint-Jean,Aubenton
2,Mont-Saint-Martin,Braine
2,Mont-Saint-PŠre,Chƒteau-Thierry
2,Morcourt,Saint-Quentin-Nord
2,Morgny-en-Thi‚rache,Rozoy-sur-Serre
2,Morsain,Vic-sur-Aisne
2,Mortefontaine,Vic-sur-Aisne
2,Mortiers,Cr‚cy-sur-Serre
2,Moulins,Craonne
2,Moussy-Verneuil,Craonne
2,Mo˜-de-l'Aisne,Mo˜-de-l'Aisne
2,Muret-et-Crouttes,Oulchy-le-Chƒteau
2,Muscourt,Neufchƒtel-sur-Aisne
2,Nampcelles-la-Cour,Vervins
2,Nampteuil-sous-Muret,Oulchy-le-Chƒteau
2,Nanteuil-la-Fosse,Vailly-sur-Aisne
2,Nanteuil-Notre-Dame,FŠre-en-Tardenois
2,Nauroy,Catelet
2,Nesles-la-Montagne,Chƒteau-Thierry
2,Neufchƒtel-sur-Aisne,Neufchƒtel-sur-Aisne
2,Neuflieux,Chauny
2,Neuilly-Saint-Front,Neuilly-Saint-Front
2,Neuve-Maison,Hirson
2,Neuville-Bosmont,Marle
2,Neuville-en-Beine,Chauny
2,Neuville-Housset,Sains-Richaumont
2,Neuville-lŠs-Dorengt,Nouvion-en-Thi‚rache
2,Neuville-Saint-Amand,Saint-Quentin-Sud
2,Neuville-sur-Ailette,Craonne
2,Neuville-sur-Margival,Vailly-sur-Aisne
2,Neuvillette,Ribemont
2,Nizy-le-Comte,Sissonne
2,Nogentel,Chƒteau-Thierry
2,Nogent-l'Artaud,Charly
2,Noircourt,Rozoy-sur-Serre
2,Noroy-sur-Ourcq,Villers-Cotterˆts
2,Nouvion-en-Thi‚rache,Nouvion-en-Thi‚rache
2,Nouvion-et-Catillon,Cr‚cy-sur-Serre
2,Nouvion-le-Comte,Cr‚cy-sur-Serre
2,Nouvion-le-Vineux,Laon-Sud
2,Nouvron-Vingr‚,Vic-sur-Aisne
2,Noyales,Guise
2,Noyant-et-Aconin,Soissons-Sud
2,OEuilly,Craonne
2,Ognes,Chauny
2,Ohis,Hirson
2,Oigny-en-Valois,Villers-Cotterˆts
2,Oisy,Wassigny
2,Ollezy,Saint-Simon
2,Omissy,Saint-Quentin-Nord
2,Orainville,Neufchƒtel-sur-Aisne
2,Orgeval,Laon-Sud
2,Origny-en-Thi‚rache,Hirson
2,Origny-Sainte-Benoite,Ribemont
2,Osly-Courtil,Vic-sur-Aisne
2,Ostel,Vailly-sur-Aisne
2,Oulches-la-Vall‚e-Foulon,Craonne
2,Oulchy-la-Ville,Oulchy-le-Chƒteau
2,Oulchy-le-Chƒteau,Oulchy-le-Chƒteau
2,Paars,Braine
2,Paissy,Craonne
2,Pancy-Courtecon,Craonne
2,Papleux,Capelle
2,Parcy-et-Tigny,Oulchy-le-Chƒteau
2,Parfondeval,Rozoy-sur-Serre
2,Parfondru,Laon-Sud
2,Pargnan,Craonne
2,Pargny-Filain,Vailly-sur-Aisne
2,Pargny-la-Dhuys,Cond‚-en-Brie
2,Pargny-les-Bois,Cr‚cy-sur-Serre
2,Parpeville,Ribemont
2,Pasly,Soissons-Nord
2,Passy-en-Valois,Neuilly-Saint-Front
2,Passy-sur-Marne,Cond‚-en-Brie
2,Pavant,Charly
2,Perles,Braine
2,Pernant,Vic-sur-Aisne
2,Pierremande,Coucy-le-Chƒteau-Auffrique
2,Pierrepont,Marle
2,Pignicourt,Neufchƒtel-sur-Aisne
2,Pinon,Anizy-le-Chƒteau
2,Pisseleux,
2,Pithon,Saint-Simon
2,Pleine-Selve,Ribemont
2,Plessier-Huleu,Oulchy-le-Chƒteau
2,Ploisy,Soissons-Sud
2,Plomion,Vervins
2,Ployart-et-Vaurseine,Laon-Sud
2,Pommiers,Soissons-Nord
2,Pont-…-Bucy,
2,Pont-Arcy,Vailly-sur-Aisne
2,Pontavert,Neufchƒtel-sur-Aisne
2,Pontru,Vermand
2,Pontruet,Vermand
2,Pont-Saint-Mard,Coucy-le-Chƒteau-Auffrique
2,Pouilly-sur-Serre,Cr‚cy-sur-Serre
2,Pr‚mont,Bohain-en-Vermandois
2,Pr‚montr‚,Anizy-le-Chƒteau
2,Presles-et-Boves,Braine
2,Presles-et-Thierny,Laon-Sud
2,Priez,Neuilly-Saint-Front
2,Prisces,Vervins
2,Proisy,Guise
2,Proix,Guise
2,Prouvais,Neufchƒtel-sur-Aisne
2,Proviseux-et-Plesnoy,Neufchƒtel-sur-Aisne
2,Puiseux-en-Retz,Villers-Cotterˆts
2,Puisieux-et-Clanlieu,Sains-Richaumont
2,Quessy,
2,Quierzy,Coucy-le-Chƒteau-Auffrique
2,Quincy-Basse,Coucy-le-Chƒteau-Auffrique
2,Quincy-sous-le-Mont,Braine
2,Raillimont,Rozoy-sur-Serre
2,Ramicourt,Bohain-en-Vermandois
2,Regny,Ribemont
2,Remaucourt,Saint-Quentin-Nord
2,Remies,Cr‚cy-sur-Serre
2,Remigny,Mo˜-de-l'Aisne
2,Renansart,Ribemont
2,Renneval,Rozoy-sur-Serre
2,R‚signy,Rozoy-sur-Serre
2,Ressons-le-Long,Vic-sur-Aisne
2,Retheuil,Villers-Cotterˆts
2,Reuilly-Sauvigny,Cond‚-en-Brie
2,R‚villon,Braine
2,Ribeauville,Wassigny
2,Ribemont,Ribemont
2,Rocourt-Saint-Martin,Neuilly-Saint-Front
2,Rocquigny,Capelle
2,Rog‚court,FŠre
2,Rogny,Vervins
2,Romeny-sur-Marne,Charly
2,Romery,Guise
2,RonchŠres,FŠre-en-Tardenois
2,Roucy,Neufchƒtel-sur-Aisne
2,Rougeries,Sains-Richaumont
2,Roupy,Vermand
2,Rouvroy,Saint-Quentin-Nord
2,Rouvroy-sur-Serre,Rozoy-sur-Serre
2,Royaucourt-et-Chailvet,Anizy-le-Chƒteau
2,Rozet-Saint-Albin,Neuilly-Saint-Front
2,RoziŠres-sur-Crise,Oulchy-le-Chƒteau
2,Rozoy-Bellevalle,Cond‚-en-Brie
2,Grand-Rozoy,Oulchy-le-Chƒteau
2,Rozoy-sur-Serre,Rozoy-sur-Serre
2,Saconin-et-Breuil,Vic-sur-Aisne
2,Sains-Richaumont,Sains-Richaumont
2,Saint-Agnan,Cond‚-en-Brie
2,Saint-Algis,Vervins
2,Saint-Aubin,Coucy-le-Chƒteau-Auffrique
2,Saint-Bandry,Vic-sur-Aisne
2,Saint-Christophe-…-Berry,Vic-sur-Aisne
2,Saint-Cl‚ment,Aubenton
2,Sainte-Croix,Craonne
2,Saint-Erme-Outre-et-Ramecourt,Sissonne
2,Saint-EugŠne,Cond‚-en-Brie
2,Sainte-GeneviŠve,Rozoy-sur-Serre
2,Saint-Gengoulph,Neuilly-Saint-Front
2,Saint-Gobain,FŠre
2,Saint-Gobert,Sains-Richaumont
2,Saint-Mard,Braine
2,Saint-Martin-RiviŠre,Wassigny
2,Saint-Michel,Hirson
2,Saint-Nicolas-aux-Bois,FŠre
2,Saint-Paul-aux-Bois,Coucy-le-Chƒteau-Auffrique
2,Saint-Pierre-Aigle,Vic-sur-Aisne
2,Saint-Pierre-lŠs-Franqueville,Sains-Richaumont
2,Saint-Pierremont,Marle
2,Sainte-Preuve,Sissonne
2,Saint-Quentin,Saint-Quentin-Centre
2,Saint-Quentin,Saint-Quentin-Nord
2,Saint-Quentin,Saint-Quentin-Sud
2,Saint-Quentin,Canton non pr‚cis‚
2,Saint-Quentin-sur-Allan,
2,Saint-R‚my-Blanzy,Oulchy-le-Chƒteau
2,Saint-Simon,Saint-Simon
2,Saint-Thibaut,Braine
2,Saint-Thomas,Craonne
2,Samoussy,Laon-Sud
2,Sancy-les-Cheminots,Vailly-sur-Aisne
2,Saponay,FŠre-en-Tardenois
2,Sart,
2,Saulchery,Charly
2,Savy,Vermand
2,Seboncourt,Bohain-en-Vermandois
2,Selens,Coucy-le-Chƒteau-Auffrique
2,Selve,Sissonne
2,Septmonts,Soissons-Sud
2,Septvaux,Coucy-le-Chƒteau-Auffrique
2,Sequehart,Catelet
2,Serain,Bohain-en-Vermandois
2,Seraucourt-le-Grand,Saint-Simon
2,Serches,Braine
2,Sergy,FŠre-en-Tardenois
2,Seringes-et-Nesles,FŠre-en-Tardenois
2,Sermoise,Braine
2,Serval,Braine
2,Servais,FŠre
2,S‚ry-lŠs-M‚ziŠres,Ribemont
2,Silly-la-Poterie,Neuilly-Saint-Front
2,Sinceny,Chauny
2,Sissonne,Sissonne
2,Sissy,Ribemont
2,Soissons,Soissons-Nord
2,Soissons,Soissons-Sud
2,Soissons,Canton non pr‚cis‚
2,Soize,Rozoy-sur-Serre
2,Sommelans,Neuilly-Saint-Front
2,Sommeron,Capelle
2,Sommette-Eaucourt,Saint-Simon
2,Sons-et-RonchŠres,Marle
2,Sorbais,Capelle
2,Soucy,Villers-Cotterˆts
2,Soupir,Vailly-sur-Aisne
2,Sourd,Sains-Richaumont
2,Surfontaine,Ribemont
2,Suzy,Anizy-le-Chƒteau
2,Taillefontaine,Villers-Cotterˆts
2,TanniŠres,Braine
2,Tartiers,Vic-sur-Aisne
2,Tavaux-et-Ponts‚ricourt,Marle
2,Tergnier,Tergnier
2,Terny-Sorny,Vailly-sur-Aisne
2,Thenailles,Vervins
2,Thenelles,Ribemont
2,Thiernu,Marle
2,Thuel,Rozoy-sur-Serre
2,Torcy-en-Valois,Neuilly-Saint-Front
2,Toulis-et-Attencourt,Marle
2,Travecy,FŠre
2,Trefcon,Vermand
2,Tr‚lou-sur-Marne,Cond‚-en-Brie
2,Tro‰snes,Neuilly-Saint-Front
2,Trosly-Loire,Coucy-le-Chƒteau-Auffrique
2,Trucy,Craonne
2,Tugny-et-Pont,Saint-Simon
2,Tupigny,Wassigny
2,Ugny-le-Gay,Chauny
2,Urcel,Anizy-le-Chƒteau
2,Urvillers,Mo˜-de-l'Aisne
2,Vadencourt,Guise
2,Vailly-sur-Aisne,Vailly-sur-Aisne
2,Vall‚e-au-Bl‚,Vervins
2,Vall‚e-Mulƒtre,Wassigny
2,Variscourt,Neufchƒtel-sur-Aisne
2,Vassens,Coucy-le-Chƒteau-Auffrique
2,Vasseny,Braine
2,Vassogne,Craonne
2,Vaucelles-et-Beffecourt,Anizy-le-Chƒteau
2,Vaudesson,Vailly-sur-Aisne
2,Vauxrezis,Soissons-Nord
2,Vauxaillon,Anizy-le-Chƒteau
2,Vaux-Andigny,Wassigny
2,Vauxbuin,Soissons-Sud
2,Vauxc‚r‚,Braine
2,Vaux-en-Vermandois,Vermand
2,Vauxtin,Braine
2,Vendelles,Vermand
2,Vendeuil,Mo˜-de-l'Aisne
2,Vendhuile,Catelet
2,VendiŠres,Charly
2,Vendresse-Beaulne,Craonne
2,V‚n‚rolles,Wassigny
2,Venizel,Soissons-Nord
2,Verdilly,Chƒteau-Thierry
2,Verguier,Vermand
2,Grand-Verly,Wassigny
2,Petit-Verly,Wassigny
2,Vermand,Vermand
2,Verneuil-sous-Coucy,Coucy-le-Chƒteau-Auffrique
2,Verneuil-sur-Serre,Cr‚cy-sur-Serre
2,Versigny,FŠre
2,Vervins,Vervins
2,Vesles-et-Caumont,Marle
2,Veslud,Laon-Sud
2,Veuilly-la-Poterie,Neuilly-Saint-Front
2,V‚zaponin,Vic-sur-Aisne
2,V‚zilly,FŠre-en-Tardenois
2,Vic-sur-Aisne,Vic-sur-Aisne
2,Vichel-Nanteuil,Neuilly-Saint-Front
2,Viel-Arcy,Braine
2,Viels-Maisons,Charly
2,Vierzy,Oulchy-le-Chƒteau
2,Viffort,Cond‚-en-Brie
2,Vigneux-Hocquet,Rozoy-sur-Serre
2,Ville-aux-Bois-lŠs-Dizy,Rozoy-sur-Serre
2,Ville-aux-Bois-lŠs-Pontavert,Neufchƒtel-sur-Aisne
2,Villemontoire,Oulchy-le-Chƒteau
2,Villeneuve-Saint-Germain,Soissons-Nord
2,Villeneuve-sur-FŠre,FŠre-en-Tardenois
2,Villequier-Aumont,Chauny
2,Villeret,Catelet
2,Villers-Agron-Aiguizy,FŠre-en-Tardenois
2,Villers-Cotterˆts,Villers-Cotterˆts
2,Villers-en-PrayŠres,Braine
2,Villers-H‚lon,Villers-Cotterˆts
2,Villers-le-Sec,Ribemont
2,Villers-lŠs-Guise,Guise
2,Villers-Saint-Christophe,Saint-Simon
2,Villers-sur-FŠre,FŠre-en-Tardenois
2,Ville-Savoye,Braine
2,Villiers-Saint-Denis,Charly
2,Vincy-Reuil-et-Magny,Rozoy-sur-Serre
2,Viry-Noureuil,Chauny
2,Vivaise,Laon-Nord
2,ViviŠres,Villers-Cotterˆts
2,Voharies,Sains-Richaumont
2,Vorges,Laon-Sud
2,Vou‰l,
2,Voulpaix,Vervins
2,Voyenne,Marle
2,Vregny,Vailly-sur-Aisne
2,Vuillery,Vailly-sur-Aisne
2,Wassigny,Wassigny
2,Watigny,Hirson
2,WiŠge-Faty,Sains-Richaumont
2,Wimy,Hirson
2,Wissignicourt,Anizy-le-Chƒteau
3,Abrest,Cusset-Sud
3,Agonges,Souvigny
3,Ainay-le-Chƒteau,C‚rilly
3,Andelaroche,Lapalisse
3,Archignat,Huriel
3,Arfeuilles,Lapalisse
3,Arpheuilles-Saint-Priest,Marcillat-en-Combraille
3,Arronnes,Mayet-de-Montagne
3,Aubigny,Moulins-Ouest
3,Audes,H‚risson
3,Aurou‰r,Yzeure
3,Autry-Issards,Souvigny
3,Avermes,Moulins-Ouest
3,Avrilly,Donjon
3,Bagneux,Moulins-Ouest
3,Barberier,Chantelle
3,Barrais-Bussolles,Lapalisse
3,Bayet,Saint-Pour‡ain-sur-Sioule
3,Beaulon,Chevagnes
3,Beaune-d'Allier,Montmarault
3,BŠgues,Gannat
3,Bellenaves,breuil
3,Bellerive-sur-Allier,Escurolles
3,Bert,Jaligny-sur-Besbre
3,Bessay-sur-Allier,Neuilly-le-R‚al
3,Besson,Souvigny
3,B‚zenet,Montmarault
3,Billezois,Lapalisse
3,Billy,Varennes-sur-Allier
3,Biozat,Gannat
3,Bizeneuille,H‚risson
3,Blomard,Montmarault
3,Bost,Cusset-Nord
3,Bouc‚,Varennes-sur-Allier
3,Bouchaud,Donjon
3,Bourbon-l'Archambault,Bourbon-l'Archambault
3,Braize,C‚rilly
3,Bransat,Saint-Pour‡ain-sur-Sioule
3,Bresnay,Souvigny
3,Bressolles,Moulins-Sud
3,Brethon,H‚risson
3,Breuil,Lapalisse
3,Bro–t-Vernet,Escurolles
3,Brugheas,Escurolles
3,Busset,Cusset-Sud
3,BuxiŠres-les-Mines,Bourbon-l'Archambault
3,Celle,Marcillat-en-Combraille
3,C‚rilly,C‚rilly
3,Cesset,Saint-Pour‡ain-sur-Sioule
3,Chabanne,Mayet-de-Montagne
3,Chamb‚rat,Huriel
3,Chamblet,Montlu‡on-Est (4e Canton)
3,Chantelle,Chantelle
3,Chapeau,Neuilly-le-R‚al
3,Chapelaude,Huriel
3,Chapelle,Cusset-Sud
3,Chapelle-aux-Chasses,Chevagnes
3,Chappes,Montmarault
3,Chareil-Cintrat,Chantelle
3,Charmeil,Escurolles
3,Charmes,Gannat
3,Charroux,Chantelle
3,Chassenard,Donjon
3,Chƒteau-sur-Allier,Lurcy-L‚vis
3,Chƒtel-de-Neuvre,Montet
3,Chƒtel-Montagne,Mayet-de-Montagne
3,Chƒtelperron,Jaligny-sur-Besbre
3,Chƒtelus,Lapalisse
3,Chƒtillon,Montet
3,Chavenon,Montmarault
3,Chavroches,Jaligny-sur-Besbre
3,Chazemais,Huriel
3,Chemilly,Souvigny
3,Chevagnes,Chevagnes
3,Chezelle,Chantelle
3,Ch‚zy,Chevagnes
3,Chirat-l'glise,breuil
3,Chouvigny,breuil
3,Cindr‚,Jaligny-sur-Besbre
3,Cognat-Lyonne,Escurolles
3,Colombier,Commentry
3,Commentry,Commentry
3,Contigny,Saint-Pour‡ain-sur-Sioule
3,Cosne-d'Allier,H‚risson
3,Coulandon,Moulins-Ouest
3,Coulanges,Dompierre-sur-Besbre
3,Couleuvre,Lurcy-L‚vis
3,Cour‡ais,Huriel
3,Coutansouze,breuil
3,Couzon,Lurcy-L‚vis
3,Cr‚chy,Varennes-sur-Allier
3,Cressanges,Montet
3,Creuzier-le-Neuf,Cusset-Nord
3,Creuzier-le-Vieux,Cusset-Nord
3,Cusset,Cusset-Nord
3,Cusset,Cusset-Sud
3,Cusset,Canton non pr‚cis‚
3,Deneuille-lŠs-Chantelle,Chantelle
3,Deneuille-les-Mines,Montlu‡on-Est (4e Canton)
3,D‚sertines,Montlu‡on-Est (4e Canton)
3,Deux-Chaises,Montet
3,Diou,Dompierre-sur-Besbre
3,Dom‚rat,Dom‚rat-Montlu‡on-Nord-Ouest
3,Dompierre-sur-Besbre,Dompierre-sur-Besbre
3,Donjon,Donjon
3,Doyet,Montmarault
3,Droiturier,Lapalisse
3,Durdat-Larequille,Marcillat-en-Combraille
3,breuil,breuil
3,chassiŠres,breuil
3,Escurolles,Escurolles
3,Espinasse-Vozelle,Escurolles
3,Estivareilles,H‚risson
